,wilcox_stat,wilcox_pval,cohens_d,adjusted_pval,metadata_r_id
NTD2_pos,848.0,0.023034522971295626,0.2476749647367419,0.10497252971925865,NTD2
NTD2e_pos,791.0,0.10311880714112251,0.20709644391515972,0.2293673943727827,NTD2e
NTD2m_pos,843.0,0.026659807453770237,0.39791395884187136,0.11298433314551784,NTD2m
NTD3_pos,1013.0,3.564821575690875e-05,0.7008558720218636,0.000719622514479591,NTD3
NTD4_pos,933.0,0.0012308333613683432,0.3946220041608726,0.013541239085087748,NTD4
NTD4e_pos,966.0,0.0003135170943928242,0.7802017436356203,0.004331573386590076,NTD4e
NTD5_pos,1033.0,1.3029567544407619e-05,1.042796880130681,0.0003262384057574858,NTD5
NTD5m_pos,754.0,0.2252947118518287,0.2634947941671411,0.35901022724986603,NTD5m
NTD6_pos,1028.0,1.6834161734239145e-05,0.7953033335028576,0.0004059455606393093,NTD6
NTD7_pos,945.0,0.0007599249311100168,0.5804389363255371,0.00901290276733931,NTD7
NTD7e_pos,826.0,0.042897361367505306,0.36183200335336874,0.1491933243941709,NTD7e
NTD8_pos,1000.0,6.680767868334811e-05,0.7807937329654977,0.0012509689976953578,NTD8
NTD9_pos,847.0,0.023723249479090852,0.2548720450339017,0.10677096098199637,NTD9
NTD9e_pos,824.0,0.04526875894763675,0.4251047351878702,0.15423948890657257,NTD9e
NTP3e_pos,953.0,0.000545756541942683,0.5707964602079548,0.006952278755546654,NTP3e
NaKt_pos,896.0,0.004888546210878346,0.6752920442519148,0.04003339534848369,NaKt
O16G1e_pos,403.0,0.006231782545175219,-0.588956751745913,0.04691785591327196,O16G1e
O16G2e_pos,401.0,0.005817592956213733,-0.5894188773534255,0.04477970549924234,O16G2e
O2St_neg,804.0,0.07564159490825272,0.356751554969088,0.1921919995044446,O2St
O2St_pos,788.0,0.11047116274828989,0.27881887267661287,0.2362333274084013,O2St
O2Stm_neg,788.0,0.11047116274828989,0.2784499643557976,0.2362333274084013,O2Stm
O2Stm_pos,897.0,0.004719696213309842,0.584838819609712,0.03904204399237951,O2Stm
O2Stn_pos,790.0,0.10552508948559527,0.28554723537598276,0.23125635807792258,O2Stn
O2Stx_pos,787.0,0.11301195007410815,0.2805345250714927,0.23978347199165478,O2Stx
O2t_neg,739.0,0.2967754901622627,0.11688585073283292,0.4210655293552728,O2t
O2t_pos,762.0,0.19264082733965937,0.37972709818755074,0.3263955941572917,O2t
O2ter_neg,797.0,0.0895839697786352,0.17801537886674765,0.21296152873895272,O2ter
O2ter_pos,694.0,0.592106301745599,0.1162405062376065,0.6724738758963311,O2ter
O2tm_neg,744.0,0.27143159258166927,0.12766789280092866,0.3953210290887472,O2tm
O2tm_pos,808.0,0.06850459077474333,0.33094883073088405,0.18407791970104753,O2tm
O2tn_neg,790.0,0.10552508948559527,0.28554723537597576,0.23125635807792258,O2tn
O2tp_neg,768.0,0.17053562596937422,0.12517515471261823,0.30558001527553075,O2tp
O2tp_pos,828.0,0.0406318394097086,0.046861179695921046,0.14306523197330048,O2tp
OAADC_pos,801.0,0.08138337468973665,0.3063880605388454,0.2020670036464396,OAADC
OAGD3te_pos,750.0,0.2430286930180392,0.09941184496297253,0.370121768555788,OAGD3te
OAGD3tg_neg,750.0,0.2430286930180392,0.09941184496296906,0.370121768555788,OAGD3tg
OAGT3te_pos,748.0,0.2522544906511406,0.09180338077104762,0.37931042255066816,OAGT3te
OAGT3tg_neg,748.0,0.2522544906511406,0.09180338077104769,0.37931042255066816,OAGT3tg
OBDHc_pos,764.0,0.18504981103712637,0.1246046622299022,0.32059928820986766,OBDHc
OCBTm_pos,715.0,0.4397235432295161,0.06592132833124753,0.5421874254726203,OCBTm
OCCOAtm_pos,737.0,0.3073426840586344,-0.0012234720395570221,0.4299902462691449,OCCOAtm
OCCOAtx_neg,760.0,0.20045824904981469,0.121915279341687,0.33367158877751885,OCCOAtx
OCCOAtx_pos,745.0,0.26654620814986085,0.1147321745325559,0.3906435232696436,OCCOAtx
OCD11COACPT1_pos,750.0,0.2430286930180392,0.12908686710832604,0.370121768555788,OCD11COACPT1
OCD11CRNCACT_pos,750.0,0.2430286930180392,0.129086867108326,0.370121768555788,OCD11CRNCACT
OCD11CRNCPT2_pos,750.0,0.2430286930180392,0.12908686710832604,0.370121768555788,OCD11CRNCPT2
OCDCAFATPc_pos,767.0,0.1740816179270973,0.12462961829376933,0.30955738044995396,OCDCAFATPc
